0	0.55595
1	0.54571
2	0.53732
3	0.51213
4	0.46405
5	0.40244
6	0.34680
7	0.31439
8	0.31113
9	0.32988
10	0.35323
11	0.36358
12	0.35677
13	0.34342
14	0.33763
15	0.34714
16	0.36962
17	0.39248
18	0.39898
19	0.37965
20	0.33728
21	0.28099
22	0.21938
23	0.15969
24	0.11078
25	0.08399
26	0.08893
27	0.12576
28	0.18082
29	0.23187
30	0.25984
31	0.25802
32	0.23524
33	0.21243
34	0.20820
35	0.22212
36	0.23681
37	0.23543
38	0.21352
39	0.18037
40	0.15584
41	0.16155
42	0.20404
43	0.26327
44	0.30693
45	0.31710
46	0.29995
47	0.27683
48	0.26541
49	0.26430
50	0.25823
51	0.23485
52	0.19353
53	0.14604
54	0.11273
55	0.10845
56	0.12880
57	0.15859
58	0.18849
59	0.21772
60	0.24763
61	0.27781
62	0.30797
63	0.34202
64	0.38614
65	0.43938
66	0.48702
67	0.50854
68	0.49251
69	0.44215
70	0.37090
71	0.29761
72	0.24265
73	0.21854
74	0.21924
75	0.22836
76	0.23641
77	0.24205
78	0.24409
79	0.23942
80	0.22762
81	0.21548
82	0.21477
83	0.23344
84	0.26769
85	0.30411
86	0.33181
87	0.35133
88	0.37264
89	0.40578
90	0.45067
91	0.49349
92	0.51788
93	0.52006
94	0.50699
95	0.48340
96	0.44661
97	0.39332
98	0.32933
99	0.27150
100	0.23713
101	0.23014
102	0.23787
103	0.24270
104	0.23834
105	0.23572
106	0.25310
107	0.29856
108	0.35723
109	0.39449
110	0.37766
111	0.30040
112	0.18913
113	0.08282
114	0.00812
115	-0.02440
116	-0.01046
117	0.05339
118	0.16759
119	0.32443
120	0.50785
121	0.70581
122	0.92737
123	1.19575
124	1.49189
125	1.73548
126	1.87998
127	1.94465
128	1.97027
129	1.99442
130	2.04554
131	2.13577
132	2.25713
133	2.38946
134	2.51336
135	2.61713
136	2.69824
137	2.76300
138	2.82266
139	2.88563
140	2.95258
141	3.01825
142	3.07735
143	3.13008
144	3.18260
145	3.24090
146	3.30246
147	3.35665
148	3.39610
149	3.42425
150	3.45144
151	3.48791
152	3.53863
153	3.59929
154	3.65718
155	3.70014
156	3.72298
157	3.72501
158	3.70729
159	3.67473
160	3.63736
161	3.60626
162	3.58804
163	3.58401
164	3.59355
165	3.61687
166	3.65370
167	3.69825
168	3.73606
169	3.74801
170	3.72279
171	3.67051
172	3.61907
173	3.59062
174	3.58568
175	3.58789
176	3.57919
177	3.55353
178	3.51783
179	3.47992
180	3.43910
181	3.38872
182	3.32603
183	3.25918
184	3.20338
185	3.17041
186	3.16255
187	3.17296
188	3.18811
189	3.19203
190	3.17259
191	3.12480
192	3.04808
193	2.94307
194	2.81257
195	2.66448
196	2.51196
197	2.36844
198	2.24042
199	2.12250
200	1.99727
201	1.84013
202	1.63114
203	1.37617
204	1.11624
205	0.89343
206	0.71731
207	0.57413
208	0.44838
209	0.33385
210	0.23611
211	0.17086
212	0.15989
213	0.22201
214	0.35238
215	0.50361
216	0.61698
217	0.67147
218	0.67906
219	0.65785
220	0.61885
221	0.56582
222	0.50183
223	0.43815
224	0.39573
225	0.38939
226	0.41219
227	0.44187
228	0.45680
229	0.44596
230	0.41500
231	0.38432
232	0.37215
233	0.38005
234	0.39653
235	0.40874
236	0.41182
237	0.41111
238	0.41491
239	0.42578
240	0.43953
241	0.44993
242	0.45393
243	0.45462
244	0.45927
245	0.47301
246	0.49355
247	0.51150
248	0.51611
249	0.50115
250	0.46646
251	0.41594
252	0.35609
253	0.29574
254	0.24484
255	0.21242
256	0.20556
257	0.22897
258	0.28172
259	0.35110
260	0.41450
261	0.45355
262	0.46433
263	0.45553
264	0.44281
265	0.44303
266	0.46634
267	0.50779
268	0.54700
269	0.56122
270	0.54125
271	0.49496
272	0.43797
273	0.38306
274	0.33835
275	0.31232
276	0.31529
277	0.35056
278	0.40448
279	0.45101
280	0.46829
281	0.45068
282	0.40940
283	0.36410
284	0.33079
285	0.31398
286	0.30717
287	0.30087
288	0.29178
289	0.28390
290	0.28181
291	0.28545
292	0.29086
293	0.29413
294	0.29408
295	0.29137
296	0.28609
297	0.27771
298	0.26825
299	0.26348
300	0.26847
301	0.28277
302	0.29971
303	0.30865
304	0.29983
305	0.27197
306	0.23530
307	0.20354
308	0.18279
309	0.17053
310	0.16343
311	0.16368
312	0.17567
313	0.19798
314	0.22017
315	0.22769
316	0.21262
317	0.18241
318	0.15597
319	0.15023
320	0.17002
321	0.20467
322	0.23408
323	0.24566
324	0.24291
325	0.23535
